image,MEL,NV,BCC,AKIEC,BKL,DF,VASC
ISIC_0033031,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0031410,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0033005,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0034087,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0033092,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0033156,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0032162,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0027303,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0027544,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0027631,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0032146,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0026545,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0028682,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0024709,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0030950,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0029680,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0028490,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0031977,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0026104,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0027385,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0029760,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0032001,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0031344,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0026417,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0026475,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0025198,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0033123,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0024786,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0029713,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0029636,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0025982,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0024456,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0024867,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0028951,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0027903,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0030275,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0032356,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0033747,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0029638,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0027008,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0031570,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0030442,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0027622,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0030799,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0025427,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0024743,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0031146,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0029439,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0033860,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0030104,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0029288,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0032455,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0033891,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0027447,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0025285,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0031580,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0032072,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0028335,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0031511,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0032173,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0029549,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0026120,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0031093,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0030021,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0031864,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0034196,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0032410,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0031424,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0024461,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0032109,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0027184,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0027174,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0027522,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0026145,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0028840,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0033431,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0033626,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0025668,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0025450,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0032932,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0026829,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0029889,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0030219,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0029176,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0029514,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0029578,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0027983,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0026362,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0032892,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0025622,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0024420,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0026388,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0028775,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0031759,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0028856,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0024516,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0026313,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0024698,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0029329,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0025321,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0024310,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0033606,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0025957,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0030877,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0030604,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0030511,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0025083,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0031726,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0033240,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0030070,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0025249,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0025383,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0030245,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0033529,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0027832,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0025373,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0024504,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0032414,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0025434,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0024911,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0025148,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0032745,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0025171,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0027790,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0034094,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0032751,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0032138,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0028370,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0031766,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0029522,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0028224,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0032246,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0029297,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0025612,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0027719,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0029141,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0031103,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0025793,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0027937,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0029177,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0028197,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0033254,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0028104,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0028448,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0033422,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0032775,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0031918,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0032867,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0026490,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0025807,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0029323,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0030119,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0026265,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0033546,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0028800,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0028675,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0024475,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0028592,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0026693,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0031996,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0027044,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0032603,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0032827,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0026709,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ISIC_0031175,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0028148,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0029779,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0025223,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0034189,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0024330,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0033591,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0031257,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0030276,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0026157,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ISIC_0031955,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0027402,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0031197,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0032504,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0024787,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0028994,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ISIC_0029420,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ISIC_0025911,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0027613,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0029448,0.0,0.0,0.0,0.0,0.0,0.0,1.0
ISIC_0033790,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ISIC_0024853,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ISIC_0032139,0.0,0.0,1.0,0.0,0.0,0.0,0.0
